DAY: 0, CUR_POPL: 383, TOTAL_CVD_INF: 18, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 0, TOTAL_CVD_DCSD: 0, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 234, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 235, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 236, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 237, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 238, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 239, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 240, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 241, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 242, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 243, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 244, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 245, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 246, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 247, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 248, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 249, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 250, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 251, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 252, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 253, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 254, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 255, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 256, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 257, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 258, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 259, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 260, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 261, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 262, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 263, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 264, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 265, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 266, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 267, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 268, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 269, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 270, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 271, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 272, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 273, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 274, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 275, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 276, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 277, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 278, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 279, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 280, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 281, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 282, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 283, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 284, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 285, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 286, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 287, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 288, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 289, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 290, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 291, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 292, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 293, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 294, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 295, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 296, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 297, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 298, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 299, CUR_POPL: 330, TOTAL_CVD_INF: 233, TOTAL_CVD_ACTIVE: 18, TOTAL_CVD_RECVRD: 162, TOTAL_CVD_DCSD: 53, NEW_BIRTHS: 0, NORML_DEATHS: 0
